,item_category_name,date,item_category_id,item_name,item_id,date_block_num,shop_id,item_price,item_cnt_day
44,Игровые консоли - PS3,02.05.2013,9,9,9,9,9,9,9
45,Игровые консоли - PS3,02.05.2014,5,5,5,5,5,5,5
46,Игровые консоли - PS3,02.05.2015,2,2,2,2,2,2,2
47,Игровые консоли - PS3,02.06.2013,2,2,2,2,2,2,2
48,Игровые консоли - PS3,02.06.2014,2,2,2,2,2,2,2
49,Игровые консоли - PS3,02.07.2013,9,9,9,9,9,9,9
50,Игровые консоли - PS3,02.07.2014,3,3,3,3,3,3,3
51,Игровые консоли - PS3,02.07.2015,1,1,1,1,1,1,1
52,Игровые консоли - PS3,02.08.2013,17,17,17,17,17,17,17
53,Игровые консоли - PS3,02.08.2014,3,3,3,3,3,3,3
54,Игровые консоли - PS3,02.09.2013,10,10,10,10,10,10,10
55,Игровые консоли - PS3,02.09.2014,1,1,1,1,1,1,1
56,Игровые консоли - PS3,02.10.2013,12,12,12,12,12,12,12
57,Игровые консоли - PS3,02.10.2014,2,2,2,2,2,2,2
58,Игровые консоли - PS3,02.10.2015,1,1,1,1,1,1,1
59,Игровые консоли - PS3,02.11.2013,12,12,12,12,12,12,12
60,Игровые консоли - PS3,02.11.2014,2,2,2,2,2,2,2
61,Игровые консоли - PS3,02.12.2013,8,8,8,8,8,8,8
62,Игровые консоли - PS3,02.12.2014,1,1,1,1,1,1,1
63,Игровые консоли - PS3,03.01.2013,23,23,23,23,23,23,23
64,Игровые консоли - PS3,03.01.2014,24,24,24,24,24,24,24
65,Игровые консоли - PS3,03.01.2015,8,8,8,8,8,8,8
66,Игровые консоли - PS3,03.02.2013,9,9,9,9,9,9,9
67,Игровые консоли - PS3,03.02.2014,10,10,10,10,10,10,10
68,Игровые консоли - PS3,03.02.2015,3,3,3,3,3,3,3
69,Игровые консоли - PS3,03.03.2013,9,9,9,9,9,9,9
70,Игровые консоли - PS3,03.03.2014,8,8,8,8,8,8,8
71,Игровые консоли - PS3,03.04.2013,6,6,6,6,6,6,6
72,Игровые консоли - PS3,03.04.2014,7,7,7,7,7,7,7
73,Игровые консоли - PS3,03.04.2015,1,1,1,1,1,1,1
74,Игровые консоли - PS3,03.05.2013,4,4,4,4,4,4,4
75,Игровые консоли - PS3,03.05.2014,7,7,7,7,7,7,7
76,Игровые консоли - PS3,03.05.2015,1,1,1,1,1,1,1
77,Игровые консоли - PS3,03.06.2013,3,3,3,3,3,3,3
78,Игровые консоли - PS3,03.06.2014,7,7,7,7,7,7,7
79,Игровые консоли - PS3,03.07.2013,5,5,5,5,5,5,5
80,Игровые консоли - PS3,03.07.2014,3,3,3,3,3,3,3
81,Игровые консоли - PS3,03.08.2013,11,11,11,11,11,11,11
82,Игровые консоли - PS3,03.08.2014,2,2,2,2,2,2,2
83,Игровые консоли - PS3,03.09.2013,6,6,6,6,6,6,6
84,Игровые консоли - PS3,03.09.2014,3,3,3,3,3,3,3
85,Игровые консоли - PS3,03.10.2013,12,12,12,12,12,12,12
86,Игровые консоли - PS3,03.10.2014,3,3,3,3,3,3,3
87,Игровые консоли - PS3,03.10.2015,1,1,1,1,1,1,1
88,Игровые консоли - PS3,03.11.2013,9,9,9,9,9,9,9
89,Игровые консоли - PS3,03.11.2014,4,4,4,4,4,4,4
90,Игровые консоли - PS3,03.12.2013,8,8,8,8,8,8,8
91,Игровые консоли - PS3,04.01.2013,28,28,28,28,28,28,28
92,Игровые консоли - PS3,04.01.2014,30,30,30,30,30,30,30
93,Игровые консоли - PS3,04.01.2015,4,4,4,4,4,4,4
94,Игровые консоли - PS3,04.02.2013,7,7,7,7,7,7,7
95,Игровые консоли - PS3,04.02.2014,11,11,11,11,11,11,11
96,Игровые консоли - PS3,04.02.2015,2,2,2,2,2,2,2
97,Игровые консоли - PS3,04.03.2013,6,6,6,6,6,6,6
98,Игровые консоли - PS3,04.03.2014,1,1,1,1,1,1,1
99,Игровые консоли - PS3,04.03.2015,3,3,3,3,3,3,3
100,Игровые консоли - PS3,04.04.2013,4,4,4,4,4,4,4
101,Игровые консоли - PS3,04.04.2014,7,7,7,7,7,7,7
102,Игровые консоли - PS3,04.04.2015,1,1,1,1,1,1,1
103,Игровые консоли - PS3,04.05.2013,3,3,3,3,3,3,3
104,Игровые консоли - PS3,04.05.2014,2,2,2,2,2,2,2
105,Игровые консоли - PS3,04.06.2013,9,9,9,9,9,9,9
106,Игровые консоли - PS3,04.06.2014,3,3,3,3,3,3,3
107,Игровые консоли - PS3,04.07.2013,12,12,12,12,12,12,12
108,Игровые консоли - PS3,04.07.2014,7,7,7,7,7,7,7
109,Игровые консоли - PS3,04.08.2013,11,11,11,11,11,11,11
110,Игровые консоли - PS3,04.08.2014,1,1,1,1,1,1,1
111,Игровые консоли - PS3,04.09.2013,6,6,6,6,6,6,6
112,Игровые консоли - PS3,04.10.2013,11,11,11,11,11,11,11
113,Игровые консоли - PS3,04.10.2014,6,6,6,6,6,6,6
114,Игровые консоли - PS3,04.11.2013,5,5,5,5,5,5,5
115,Игровые консоли - PS3,04.11.2014,3,3,3,3,3,3,3
116,Игровые консоли - PS3,04.12.2013,11,11,11,11,11,11,11
117,Игровые консоли - PS3,04.12.2014,1,1,1,1,1,1,1
118,Игровые консоли - PS3,05.01.2013,19,19,19,19,19,19,19
119,Игровые консоли - PS3,05.01.2014,18,18,18,18,18,18,18
120,Игровые консоли - PS3,05.01.2015,2,2,2,2,2,2,2
121,Игровые консоли - PS3,05.02.2013,4,4,4,4,4,4,4
122,Игровые консоли - PS3,05.02.2014,4,4,4,4,4,4,4
123,Игровые консоли - PS3,05.02.2015,2,2,2,2,2,2,2
124,Игровые консоли - PS3,05.03.2013,9,9,9,9,9,9,9
125,Игровые консоли - PS3,05.03.2014,7,7,7,7,7,7,7
126,Игровые консоли - PS3,05.03.2015,3,3,3,3,3,3,3
127,Игровые консоли - PS3,05.04.2013,3,3,3,3,3,3,3
128,Игровые консоли - PS3,05.04.2014,11,11,11,11,11,11,11
129,Игровые консоли - PS3,05.05.2014,3,3,3,3,3,3,3
130,Игровые консоли - PS3,05.05.2015,1,1,1,1,1,1,1
131,Игровые консоли - PS3,05.06.2013,6,6,6,6,6,6,6
132,Игровые консоли - PS3,05.06.2014,3,3,3,3,3,3,3
133,Игровые консоли - PS3,05.06.2015,2,2,2,2,2,2,2
134,Игровые консоли - PS3,05.07.2013,11,11,11,11,11,11,11
135,Игровые консоли - PS3,05.07.2014,7,7,7,7,7,7,7
136,Игровые консоли - PS3,05.08.2013,8,8,8,8,8,8,8
137,Игровые консоли - PS3,05.08.2014,6,6,6,6,6,6,6
138,Игровые консоли - PS3,05.09.2013,10,10,10,10,10,10,10
139,Игровые консоли - PS3,05.09.2014,2,2,2,2,2,2,2
140,Игровые консоли - PS3,05.10.2013,26,26,26,26,26,26,26
141,Игровые консоли - PS3,05.10.2014,3,3,3,3,3,3,3
142,Игровые консоли - PS3,05.10.2015,1,1,1,1,1,1,1
143,Игровые консоли - PS3,05.11.2013,2,2,2,2,2,2,2
144,Игровые консоли - PS3,05.11.2014,3,3,3,3,3,3,3
145,Игровые консоли - PS3,05.12.2013,12,12,12,12,12,12,12
146,Игровые консоли - PS3,05.12.2014,1,1,1,1,1,1,1
147,Игровые консоли - PS3,06.01.2013,15,15,15,15,15,15,15
148,Игровые консоли - PS3,06.01.2014,25,25,25,25,25,25,25
149,Игровые консоли - PS3,06.02.2013,4,4,4,4,4,4,4
150,Игровые консоли - PS3,06.02.2014,9,9,9,9,9,9,9
151,Игровые консоли - PS3,06.03.2013,7,7,7,7,7,7,7
152,Игровые консоли - PS3,06.03.2014,4,4,4,4,4,4,4
153,Игровые консоли - PS3,06.03.2015,1,1,1,1,1,1,1
154,Игровые консоли - PS3,06.04.2013,4,4,4,4,4,4,4
155,Игровые консоли - PS3,06.04.2014,9,9,9,9,9,9,9
156,Игровые консоли - PS3,06.04.2015,2,2,2,2,2,2,2
157,Игровые консоли - PS3,06.05.2013,5,5,5,5,5,5,5
158,Игровые консоли - PS3,06.05.2014,1,1,1,1,1,1,1
159,Игровые консоли - PS3,06.06.2013,6,6,6,6,6,6,6
160,Игровые консоли - PS3,06.06.2014,9,9,9,9,9,9,9
161,Игровые консоли - PS3,06.06.2015,1,1,1,1,1,1,1
162,Игровые консоли - PS3,06.07.2013,13,13,13,13,13,13,13
163,Игровые консоли - PS3,06.07.2014,3,3,3,3,3,3,3
164,Игровые консоли - PS3,06.07.2015,1,1,1,1,1,1,1
165,Игровые консоли - PS3,06.08.2013,11,11,11,11,11,11,11
166,Игровые консоли - PS3,06.08.2014,2,2,2,2,2,2,2
167,Игровые консоли - PS3,06.09.2013,9,9,9,9,9,9,9
168,Игровые консоли - PS3,06.09.2014,6,6,6,6,6,6,6
169,Игровые консоли - PS3,06.10.2013,20,20,20,20,20,20,20
170,Игровые консоли - PS3,06.10.2014,1,1,1,1,1,1,1
171,Игровые консоли - PS3,06.11.2013,9,9,9,9,9,9,9
172,Игровые консоли - PS3,06.12.2013,11,11,11,11,11,11,11
173,Игровые консоли - PS3,06.12.2014,4,4,4,4,4,4,4
174,Игровые консоли - PS3,07.01.2013,11,11,11,11,11,11,11
175,Игровые консоли - PS3,07.01.2014,24,24,24,24,24,24,24
176,Игровые консоли - PS3,07.01.2015,6,6,6,6,6,6,6
177,Игровые консоли - PS3,07.02.2013,8,8,8,8,8,8,8
178,Игровые консоли - PS3,07.02.2014,6,6,6,6,6,6,6
179,Игровые консоли - PS3,07.03.2013,9,9,9,9,9,9,9
180,Игровые консоли - PS3,07.03.2014,15,15,15,15,15,15,15
181,Игровые консоли - PS3,07.03.2015,2,2,2,2,2,2,2
182,Игровые консоли - PS3,07.04.2013,8,8,8,8,8,8,8
183,Игровые консоли - PS3,07.04.2014,1,1,1,1,1,1,1
184,Игровые консоли - PS3,07.04.2015,1,1,1,1,1,1,1
185,Игровые консоли - PS3,07.05.2013,2,2,2,2,2,2,2
186,Игровые консоли - PS3,07.05.2014,4,4,4,4,4,4,4
187,Игровые консоли - PS3,07.06.2013,10,10,10,10,10,10,10
188,Игровые консоли - PS3,07.06.2014,8,8,8,8,8,8,8
189,Игровые консоли - PS3,07.06.2015,2,2,2,2,2,2,2
190,Игровые консоли - PS3,07.07.2013,7,7,7,7,7,7,7
191,Игровые консоли - PS3,07.08.2013,4,4,4,4,4,4,4
192,Игровые консоли - PS3,07.08.2014,2,2,2,2,2,2,2
193,Игровые консоли - PS3,07.08.2015,1,1,1,1,1,1,1
194,Игровые консоли - PS3,07.09.2013,15,15,15,15,15,15,15
195,Игровые консоли - PS3,07.09.2014,2,2,2,2,2,2,2
196,Игровые консоли - PS3,07.10.2013,9,9,9,9,9,9,9
197,Игровые консоли - PS3,07.10.2014,4,4,4,4,4,4,4
198,Игровые консоли - PS3,07.11.2013,7,7,7,7,7,7,7
199,Игровые консоли - PS3,07.11.2014,2,2,2,2,2,2,2
200,Игровые консоли - PS3,07.12.2013,19,19,19,19,19,19,19
201,Игровые консоли - PS3,07.12.2014,3,3,3,3,3,3,3
202,Игровые консоли - PS3,08.01.2013,14,14,14,14,14,14,14
203,Игровые консоли - PS3,08.01.2014,18,18,18,18,18,18,18
204,Игровые консоли - PS3,08.01.2015,1,1,1,1,1,1,1
205,Игровые консоли - PS3,08.02.2013,10,10,10,10,10,10,10
206,Игровые консоли - PS3,08.02.2014,12,12,12,12,12,12,12
207,Игровые консоли - PS3,08.02.2015,6,6,6,6,6,6,6
208,Игровые консоли - PS3,08.03.2013,11,11,11,11,11,11,11
209,Игровые консоли - PS3,08.03.2014,11,11,11,11,11,11,11
210,Игровые консоли - PS3,08.03.2015,2,2,2,2,2,2,2
211,Игровые консоли - PS3,08.04.2013,4,4,4,4,4,4,4
212,Игровые консоли - PS3,08.04.2014,4,4,4,4,4,4,4
213,Игровые консоли - PS3,08.04.2015,1,1,1,1,1,1,1
214,Игровые консоли - PS3,08.05.2013,7,7,7,7,7,7,7
215,Игровые консоли - PS3,08.05.2014,3,3,3,3,3,3,3
216,Игровые консоли - PS3,08.05.2015,2,2,2,2,2,2,2
217,Игровые консоли - PS3,08.06.2013,7,7,7,7,7,7,7
218,Игровые консоли - PS3,08.06.2014,6,6,6,6,6,6,6
219,Игровые консоли - PS3,08.07.2013,4,4,4,4,4,4,4
220,Игровые консоли - PS3,08.07.2014,4,4,4,4,4,4,4
221,Игровые консоли - PS3,08.08.2013,16,16,16,16,16,16,16
222,Игровые консоли - PS3,08.08.2014,6,6,6,6,6,6,6
223,Игровые консоли - PS3,08.08.2015,4,4,4,4,4,4,4
224,Игровые консоли - PS3,08.09.2013,15,15,15,15,15,15,15
225,Игровые консоли - PS3,08.09.2014,4,4,4,4,4,4,4
226,Игровые консоли - PS3,08.09.2015,3,3,3,3,3,3,3
227,Игровые консоли - PS3,08.10.2013,7,7,7,7,7,7,7
228,Игровые консоли - PS3,08.10.2014,3,3,3,3,3,3,3
229,Игровые консоли - PS3,08.10.2015,1,1,1,1,1,1,1
230,Игровые консоли - PS3,08.11.2013,7,7,7,7,7,7,7
231,Игровые консоли - PS3,08.11.2014,6,6,6,6,6,6,6
232,Игровые консоли - PS3,08.12.2013,9,9,9,9,9,9,9
233,Игровые консоли - PS3,08.12.2014,2,2,2,2,2,2,2
234,Игровые консоли - PS3,09.01.2013,9,9,9,9,9,9,9
235,Игровые консоли - PS3,09.01.2014,6,6,6,6,6,6,6
236,Игровые консоли - PS3,09.01.2015,4,4,4,4,4,4,4
237,Игровые консоли - PS3,09.02.2013,14,14,14,14,14,14,14
238,Игровые консоли - PS3,09.02.2014,7,7,7,7,7,7,7
239,Игровые консоли - PS3,09.02.2015,3,3,3,3,3,3,3
240,Игровые консоли - PS3,09.03.2013,9,9,9,9,9,9,9
241,Игровые консоли - PS3,09.03.2014,7,7,7,7,7,7,7
242,Игровые консоли - PS3,09.04.2013,6,6,6,6,6,6,6
243,Игровые консоли - PS3,09.04.2014,3,3,3,3,3,3,3
244,Игровые консоли - PS3,09.04.2015,2,2,2,2,2,2,2
245,Игровые консоли - PS3,09.05.2013,2,2,2,2,2,2,2
246,Игровые консоли - PS3,09.05.2014,4,4,4,4,4,4,4
247,Игровые консоли - PS3,09.05.2015,1,1,1,1,1,1,1
248,Игровые консоли - PS3,09.06.2013,5,5,5,5,5,5,5
249,Игровые консоли - PS3,09.06.2014,3,3,3,3,3,3,3
250,Игровые консоли - PS3,09.07.2013,7,7,7,7,7,7,7
251,Игровые консоли - PS3,09.07.2014,5,5,5,5,5,5,5
252,Игровые консоли - PS3,09.07.2015,1,1,1,1,1,1,1
253,Игровые консоли - PS3,09.08.2013,8,8,8,8,8,8,8
254,Игровые консоли - PS3,09.08.2014,6,6,6,6,6,6,6
255,Игровые консоли - PS3,09.09.2013,8,8,8,8,8,8,8
256,Игровые консоли - PS3,09.09.2014,2,2,2,2,2,2,2
257,Игровые консоли - PS3,09.10.2013,16,16,16,16,16,16,16
258,Игровые консоли - PS3,09.10.2014,1,1,1,1,1,1,1
259,Игровые консоли - PS3,09.11.2013,8,8,8,8,8,8,8
260,Игровые консоли - PS3,09.11.2014,4,4,4,4,4,4,4
261,Игровые консоли - PS3,09.12.2013,13,13,13,13,13,13,13
262,Игровые консоли - PS3,09.12.2014,2,2,2,2,2,2,2
263,Игровые консоли - PS3,10.01.2013,11,11,11,11,11,11,11
264,Игровые консоли - PS3,10.01.2014,8,8,8,8,8,8,8
265,Игровые консоли - PS3,10.01.2015,1,1,1,1,1,1,1
266,Игровые консоли - PS3,10.02.2013,9,9,9,9,9,9,9
267,Игровые консоли - PS3,10.02.2014,8,8,8,8,8,8,8
268,Игровые консоли - PS3,10.02.2015,3,3,3,3,3,3,3
269,Игровые консоли - PS3,10.03.2013,10,10,10,10,10,10,10
270,Игровые консоли - PS3,10.03.2014,8,8,8,8,8,8,8
271,Игровые консоли - PS3,10.03.2015,1,1,1,1,1,1,1
272,Игровые консоли - PS3,10.04.2013,9,9,9,9,9,9,9
273,Игровые консоли - PS3,10.04.2014,7,7,7,7,7,7,7
274,Игровые консоли - PS3,10.04.2015,2,2,2,2,2,2,2
275,Игровые консоли - PS3,10.05.2014,3,3,3,3,3,3,3
276,Игровые консоли - PS3,10.05.2015,2,2,2,2,2,2,2
277,Игровые консоли - PS3,10.06.2013,6,6,6,6,6,6,6
278,Игровые консоли - PS3,10.06.2014,6,6,6,6,6,6,6
279,Игровые консоли - PS3,10.06.2015,1,1,1,1,1,1,1
280,Игровые консоли - PS3,10.07.2013,5,5,5,5,5,5,5
281,Игровые консоли - PS3,10.07.2014,3,3,3,3,3,3,3
282,Игровые консоли - PS3,10.08.2013,13,13,13,13,13,13,13
283,Игровые консоли - PS3,10.08.2014,4,4,4,4,4,4,4
284,Игровые консоли - PS3,10.08.2015,1,1,1,1,1,1,1
285,Игровые консоли - PS3,10.09.2013,10,10,10,10,10,10,10
286,Игровые консоли - PS3,10.09.2014,2,2,2,2,2,2,2
287,Игровые консоли - PS3,10.10.2013,7,7,7,7,7,7,7
288,Игровые консоли - PS3,10.10.2015,1,1,1,1,1,1,1
289,Игровые консоли - PS3,10.11.2013,16,16,16,16,16,16,16
290,Игровые консоли - PS3,10.11.2014,4,4,4,4,4,4,4
291,Игровые консоли - PS3,10.12.2013,12,12,12,12,12,12,12
292,Игровые консоли - PS3,10.12.2014,2,2,2,2,2,2,2
293,Игровые консоли - PS3,11.01.2013,11,11,11,11,11,11,11
294,Игровые консоли - PS3,11.01.2014,17,17,17,17,17,17,17
295,Игровые консоли - PS3,11.01.2015,4,4,4,4,4,4,4
296,Игровые консоли - PS3,11.02.2013,3,3,3,3,3,3,3
297,Игровые консоли - PS3,11.02.2014,5,5,5,5,5,5,5
298,Игровые консоли - PS3,11.02.2015,2,2,2,2,2,2,2
299,Игровые консоли - PS3,11.03.2013,6,6,6,6,6,6,6
300,Игровые консоли - PS3,11.03.2014,2,2,2,2,2,2,2
301,Игровые консоли - PS3,11.03.2015,1,1,1,1,1,1,1
302,Игровые консоли - PS3,11.04.2013,7,7,7,7,7,7,7
303,Игровые консоли - PS3,11.04.2014,7,7,7,7,7,7,7
304,Игровые консоли - PS3,11.04.2015,1,1,1,1,1,1,1
305,Игровые консоли - PS3,11.05.2013,10,10,10,10,10,10,10
306,Игровые консоли - PS3,11.05.2014,5,5,5,5,5,5,5
307,Игровые консоли - PS3,11.05.2015,2,2,2,2,2,2,2
308,Игровые консоли - PS3,11.06.2013,9,9,9,9,9,9,9
309,Игровые консоли - PS3,11.06.2014,7,7,7,7,7,7,7
310,Игровые консоли - PS3,11.06.2015,2,2,2,2,2,2,2
311,Игровые консоли - PS3,11.07.2013,5,5,5,5,5,5,5
312,Игровые консоли - PS3,11.08.2013,10,10,10,10,10,10,10
313,Игровые консоли - PS3,11.08.2014,7,7,7,7,7,7,7
314,Игровые консоли - PS3,11.09.2013,9,9,9,9,9,9,9
315,Игровые консоли - PS3,11.09.2014,5,5,5,5,5,5,5
316,Игровые консоли - PS3,11.10.2013,12,12,12,12,12,12,12
317,Игровые консоли - PS3,11.10.2014,3,3,3,3,3,3,3
318,Игровые консоли - PS3,11.10.2015,1,1,1,1,1,1,1
319,Игровые консоли - PS3,11.11.2013,4,4,4,4,4,4,4
320,Игровые консоли - PS3,11.11.2014,2,2,2,2,2,2,2
321,Игровые консоли - PS3,11.12.2013,15,15,15,15,15,15,15
322,Игровые консоли - PS3,11.12.2014,3,3,3,3,3,3,3
323,Игровые консоли - PS3,12.01.2013,14,14,14,14,14,14,14
324,Игровые консоли - PS3,12.01.2014,17,17,17,17,17,17,17
325,Игровые консоли - PS3,12.01.2015,1,1,1,1,1,1,1
326,Игровые консоли - PS3,12.02.2013,8,8,8,8,8,8,8
327,Игровые консоли - PS3,12.02.2014,9,9,9,9,9,9,9
328,Игровые консоли - PS3,12.02.2015,2,2,2,2,2,2,2
329,Игровые консоли - PS3,12.03.2013,4,4,4,4,4,4,4
330,Игровые консоли - PS3,12.03.2014,5,5,5,5,5,5,5
331,Игровые консоли - PS3,12.03.2015,1,1,1,1,1,1,1
332,Игровые консоли - PS3,12.04.2013,4,4,4,4,4,4,4
333,Игровые консоли - PS3,12.04.2014,6,6,6,6,6,6,6
334,Игровые консоли - PS3,12.04.2015,3,3,3,3,3,3,3
335,Игровые консоли - PS3,12.05.2013,4,4,4,4,4,4,4
336,Игровые консоли - PS3,12.05.2014,3,3,3,3,3,3,3
337,Игровые консоли - PS3,12.06.2013,10,10,10,10,10,10,10
338,Игровые консоли - PS3,12.06.2014,5,5,5,5,5,5,5
339,Игровые консоли - PS3,12.06.2015,1,1,1,1,1,1,1
340,Игровые консоли - PS3,12.07.2013,16,16,16,16,16,16,16
341,Игровые консоли - PS3,12.07.2014,2,2,2,2,2,2,2
342,Игровые консоли - PS3,12.07.2015,1,1,1,1,1,1,1
343,Игровые консоли - PS3,12.08.2013,7,7,7,7,7,7,7
344,Игровые консоли - PS3,12.08.2014,2,2,2,2,2,2,2
345,Игровые консоли - PS3,12.09.2013,9,9,9,9,9,9,9
346,Игровые консоли - PS3,12.09.2014,2,2,2,2,2,2,2
347,Игровые консоли - PS3,12.10.2013,16,16,16,16,16,16,16
348,Игровые консоли - PS3,12.10.2014,3,3,3,3,3,3,3
349,Игровые консоли - PS3,12.11.2013,7,7,7,7,7,7,7
350,Игровые консоли - PS3,12.11.2014,4,4,4,4,4,4,4
351,Игровые консоли - PS3,12.12.2013,16,16,16,16,16,16,16
352,Игровые консоли - PS3,12.12.2014,4,4,4,4,4,4,4
353,Игровые консоли - PS3,13.01.2013,12,12,12,12,12,12,12
354,Игровые консоли - PS3,13.01.2014,12,12,12,12,12,12,12
355,Игровые консоли - PS3,13.01.2015,1,1,1,1,1,1,1
356,Игровые консоли - PS3,13.02.2013,7,7,7,7,7,7,7
357,Игровые консоли - PS3,13.02.2014,7,7,7,7,7,7,7
358,Игровые консоли - PS3,13.02.2015,3,3,3,3,3,3,3
359,Игровые консоли - PS3,13.03.2013,4,4,4,4,4,4,4
360,Игровые консоли - PS3,13.03.2014,3,3,3,3,3,3,3
361,Игровые консоли - PS3,13.03.2015,1,1,1,1,1,1,1
362,Игровые консоли - PS3,13.04.2013,11,11,11,11,11,11,11
363,Игровые консоли - PS3,13.04.2014,7,7,7,7,7,7,7
364,Игровые консоли - PS3,13.05.2013,1,1,1,1,1,1,1
365,Игровые консоли - PS3,13.05.2014,3,3,3,3,3,3,3
366,Игровые консоли - PS3,13.06.2013,9,9,9,9,9,9,9
367,Игровые консоли - PS3,13.06.2014,6,6,6,6,6,6,6
368,Игровые консоли - PS3,13.06.2015,1,1,1,1,1,1,1
369,Игровые консоли - PS3,13.07.2013,12,12,12,12,12,12,12
370,Игровые консоли - PS3,13.07.2014,3,3,3,3,3,3,3
371,Игровые консоли - PS3,13.08.2013,14,14,14,14,14,14,14
372,Игровые консоли - PS3,13.09.2013,12,12,12,12,12,12,12
373,Игровые консоли - PS3,13.09.2014,4,4,4,4,4,4,4
374,Игровые консоли - PS3,13.10.2013,15,15,15,15,15,15,15
375,Игровые консоли - PS3,13.11.2013,8,8,8,8,8,8,8
376,Игровые консоли - PS3,13.11.2014,3,3,3,3,3,3,3
377,Игровые консоли - PS3,13.12.2013,6,6,6,6,6,6,6
378,Игровые консоли - PS3,13.12.2014,6,6,6,6,6,6,6
379,Игровые консоли - PS3,14.01.2013,10,10,10,10,10,10,10
380,Игровые консоли - PS3,14.01.2014,10,10,10,10,10,10,10
381,Игровые консоли - PS3,14.01.2015,4,4,4,4,4,4,4
382,Игровые консоли - PS3,14.02.2013,6,6,6,6,6,6,6
383,Игровые консоли - PS3,14.02.2014,6,6,6,6,6,6,6
384,Игровые консоли - PS3,14.02.2015,5,5,5,5,5,5,5
385,Игровые консоли - PS3,14.03.2013,4,4,4,4,4,4,4
386,Игровые консоли - PS3,14.03.2014,8,8,8,8,8,8,8
387,Игровые консоли - PS3,14.03.2015,1,1,1,1,1,1,1
388,Игровые консоли - PS3,14.04.2013,11,11,11,11,11,11,11
389,Игровые консоли - PS3,14.04.2014,4,4,4,4,4,4,4
390,Игровые консоли - PS3,14.05.2013,5,5,5,5,5,5,5
391,Игровые консоли - PS3,14.05.2014,3,3,3,3,3,3,3
392,Игровые консоли - PS3,14.05.2015,1,1,1,1,1,1,1
393,Игровые консоли - PS3,14.06.2013,9,9,9,9,9,9,9
394,Игровые консоли - PS3,14.06.2014,7,7,7,7,7,7,7
395,Игровые консоли - PS3,14.06.2015,2,2,2,2,2,2,2
396,Игровые консоли - PS3,14.07.2013,10,10,10,10,10,10,10
