,item_category_name,item_category_id,item_name,item_id,date,date_block_num,shop_id,item_price,item_cnt_day
86439,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.08.2015,31,49,29990.0,1.0
86440,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.08.2015,31,50,29990.0,1.0
86441,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,50,29990.0,1.0
86442,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.08.2015,31,48,29990.0,1.0
86443,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.08.2015,31,48,29990.0,1.0
86444,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,29.08.2015,31,15,29990.0,2.0
86445,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.08.2015,31,16,29990.0,1.0
86446,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.08.2015,31,14,29990.0,1.0
86447,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,19,29990.0,1.0
86448,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.08.2015,31,22,29990.0,1.0
86449,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.08.2015,31,18,29990.0,2.0
86450,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.08.2015,31,18,29990.0,1.0
86451,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,4,29990.0,1.0
86452,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,24.08.2015,31,5,29990.0,1.0
86453,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,5,29990.0,1.0
86454,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,22.08.2015,31,3,29990.0,1.0
86455,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,26.08.2015,31,3,29990.0,2.0
86456,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.08.2015,31,7,29990.0,1.0
86457,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,26.08.2015,31,7,29990.0,1.0
86458,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.08.2015,31,12,29990.0,2.0
86459,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,12,29990.0,1.0
86460,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,22.08.2015,31,6,29990.0,1.0
86461,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.08.2015,31,6,29990.0,1.0
86462,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.08.2015,31,6,29990.0,1.0
86463,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,21.08.2015,31,28,29990.0,2.0
86464,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,24.08.2015,31,28,29990.0,2.0
86465,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.08.2015,31,28,29990.0,1.0
86466,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.08.2015,31,31,29990.0,1.0
86467,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,21.08.2015,31,31,29990.0,1.0
86468,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,30.08.2015,31,31,29990.0,1.0
86469,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,21.08.2015,31,21,29990.0,1.0
86470,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.08.2015,31,21,29990.0,1.0
86471,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,26.08.2015,31,21,29990.0,1.0
86472,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.08.2015,31,25,29990.0,1.0
86473,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,24.08.2015,31,25,29989.5,1.0
86474,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,29.08.2015,31,25,29990.0,2.0
86475,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,30.08.2015,31,25,29990.0,1.0
86476,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,18.09.2015,32,42,32990.0,1.0
86477,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,17.09.2015,32,42,32990.0,1.0
86478,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,05.09.2015,32,42,29989.5,1.0
86479,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,13.09.2015,32,42,29990.0,1.0
86480,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,15.09.2015,32,37,29990.0,-1.0
86481,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,14.09.2015,32,37,29990.0,1.0
86482,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.09.2015,32,38,29990.0,1.0
86483,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,13.09.2015,32,38,29990.0,1.0
86484,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.09.2015,32,46,29990.0,1.0
86485,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,05.09.2015,32,57,29990.0,1.0
86486,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,06.09.2015,32,57,29990.0,1.0
86487,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,12.09.2015,32,57,29989.5,1.0
86488,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.09.2015,32,56,32990.0,1.0
86489,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,09.09.2015,32,56,29989.5,1.0
86490,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.09.2015,32,59,29990.0,1.0
86491,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,07.09.2015,32,58,29990.0,1.0
86492,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,09.09.2015,32,58,29990.0,1.0
86493,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,24.09.2015,32,58,29990.0,1.0
86494,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.09.2015,32,52,29990.0,1.0
86495,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,06.09.2015,32,52,29990.0,1.0
86496,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,02.09.2015,32,49,29990.0,1.0
86497,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,05.09.2015,32,50,29989.5,1.0
86498,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,08.09.2015,32,53,29990.0,1.0
86499,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.09.2015,32,53,29990.0,1.0
86500,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,09.09.2015,32,16,29990.0,1.0
86501,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.09.2015,32,16,32990.0,1.0
86502,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.09.2015,32,18,29990.0,1.0
86503,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,07.09.2015,32,14,29990.0,1.0
86504,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.09.2015,32,15,29990.0,1.0
86505,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,05.09.2015,32,15,29989.5,1.0
86506,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.09.2015,32,15,29990.0,1.0
86507,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,06.09.2015,32,21,29990.0,1.0
86508,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,23.09.2015,32,21,32990.0,1.0
86509,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.09.2015,32,3,29990.0,1.0
86510,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,05.09.2015,32,7,29990.0,1.0
86511,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,04.09.2015,32,31,29990.0,1.0
86512,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,06.09.2015,32,31,29990.0,1.0
86513,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,26.09.2015,32,31,32990.0,1.0
86514,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,16.09.2015,32,35,32990.0,1.0
86515,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,06.09.2015,32,25,29990.0,1.0
86516,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,16.09.2015,32,25,29990.0,1.0
86517,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,26.09.2015,32,25,32990.0,1.0
86518,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,07.09.2015,32,24,29990.0,1.0
86519,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,04.09.2015,32,28,29990.0,1.0
86520,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,14.10.2015,33,42,28392.0,1.0
86521,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,15.10.2015,33,42,28392.0,1.0
86522,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,16.10.2015,33,42,28392.0,1.0
86523,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,18.10.2015,33,42,32990.0,1.0
86524,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,18.10.2015,33,38,28392.0,1.0
86525,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,03.10.2015,33,39,32990.0,1.0
86526,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,02.10.2015,33,37,32990.0,1.0
86527,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,10.10.2015,33,57,32990.0,1.0
86528,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,09.10.2015,33,58,32990.0,1.0
86529,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,10.10.2015,33,58,28392.0,1.0
86530,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,12.10.2015,33,58,32990.0,1.0
86531,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,17.10.2015,33,58,28392.0,1.0
86532,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,18.10.2015,33,58,28392.0,1.0
86533,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,30.10.2015,33,58,30990.0,1.0
86534,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.10.2015,33,48,29990.0,-1.0
86535,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,03.10.2015,33,49,32990.0,1.0
86536,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,14.10.2015,33,47,32990.0,1.0
86537,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,16.10.2015,33,47,32990.0,1.0
86538,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,18.10.2015,33,47,32990.0,1.0
86539,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.10.2015,33,47,32990.0,1.0
86540,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,30.10.2015,33,47,26392.0,1.0
86541,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,03.10.2015,33,53,32990.0,1.0
86542,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,01.10.2015,33,50,32990.0,1.0
86543,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,03.10.2015,33,50,32990.0,1.0
86544,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.10.2015,33,50,32990.0,1.0
86545,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,04.10.2015,33,52,28392.0,1.0
86546,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.10.2015,33,15,32990.0,1.0
86547,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,02.10.2015,33,15,32990.0,1.0
86548,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,10.10.2015,33,16,28392.0,1.0
86549,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.10.2015,33,16,28392.0,1.0
86550,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,29.10.2015,33,14,28392.0,1.0
86551,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,31.10.2015,33,14,30990.0,1.0
86552,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,11.10.2015,33,18,32990.0,1.0
86553,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.10.2015,33,18,32990.0,1.0
86554,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.10.2015,33,18,32990.0,1.0
86555,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,28.10.2015,33,19,28392.0,1.0
86556,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.10.2015,33,6,32990.0,1.0
86557,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,27.10.2015,33,6,28392.0,1.0
86558,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,08.10.2015,33,12,30991.0,1.0
86559,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,25.10.2015,33,10,32382.0,1.0
86560,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,21.10.2015,33,31,30692.0,1.0
86561,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,03.10.2015,33,21,32990.0,1.0
86562,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,30.10.2015,33,25,30990.0,1.0
86563,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,17.10.2015,33,25,32990.0,1.0
86564,Игровые консоли - PS4,12,Sony PlayStation 4 (1Tb) Black (CUH-1208B),6674,19.10.2015,33,25,32990.0,1.0
86565,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,28,18380.2439024,41.0
86566,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,28,18240.0,4.0
86567,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,30,18087.560975599998,41.0
86568,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,30,18323.3333333,3.0
86569,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,29,18162.4137931,29.0
86570,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,29,18190.0,5.0
86571,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,26,18200.526315799998,38.0
86572,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,26,18323.3333333,6.0
86573,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,27,18290.0,30.0
86574,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,27,17990.0,1.0
86575,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,35,18251.9047619,42.0
86576,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,35,18490.0,2.0
86577,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,41,18254.7058824,34.0
86578,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,41,17990.0,1.0
86579,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,37,18270.0,25.0
86580,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,37,17990.0,1.0
86581,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,38,18156.6666667,6.0
86582,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,38,18200.526315799998,38.0
86583,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,31,18245.5555556,90.0
86584,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,31,18080.9090909,11.0
86585,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,12,18073.690476199998,84.0
86586,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,12,18665.0,10.0
86587,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,13,18005.0,8.0
86588,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,7,18294.3478261,46.0
86589,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,7,18323.3333333,6.0
86590,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,10,18005.0,2.0
86591,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,10,18005.0,15.0
86592,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,15,17990.0,2.0
86593,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,15,18202.1212121,33.0
86594,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,14,18115.0,32.0
86595,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,14,18240.0,4.0
86596,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,4,18262.727272699998,22.0
86597,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,4,17990.0,1.0
86598,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,5,18290.0,20.0
86599,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,5,17990.0,1.0
86600,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,2,18323.3333333,30.0
86601,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,2,17990.0,5.0
86602,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,3,18262.727272699998,11.0
86603,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,3,18490.0,8.0
86604,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,6,18198.955223900004,67.0
86605,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,6,18656.6666667,6.0
86606,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,24,18370.952381,21.0
86607,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,24,18101.111111099995,9.0
86608,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,21,18085.238095200002,21.0
86609,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,21,18275.7142857,7.0
86610,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,25,18190.0,85.0
86611,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,25,18101.111111099995,9.0
86612,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,18,18305.0684932,73.0
86613,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,18,18132.8571429,7.0
86614,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,16,18337.826087,23.0
86615,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,16,17990.0,4.0
86616,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,29.11.2013,10,17,18323.3333333,24.0
86617,Игровые консоли - PS4,12,Sony PlayStation 4 (500 Gb) Black (CUH-1008A/1108A/B01),6675,30.11.2013,10,17,17990.0,5.0
